lookback_length_L,m,forecasting_length_H,input_size,hidden_size,number_of_layers,output_size,num_of_epochs,batch_size_b,learning_rate,length_train,length_val,variate,mse_train_scaled,mse_val_scaled,r2_train_scaled,r2_val_scaled,mse_train_unscaled,mse_val_unscaled,r2_train_unscaled,r2_val_unscaled,loss_mean_last1000,loss_std_last1000,time_training,num_of_iterations,id,weighted,architecture,training_type,device,scaler
192,30,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.20572738349437714,0.27244364975818564,79.51,65.65,0.00023985425650607795,0.9097114341333509,79.51,2.65,0.23472194069623947,0.020185942792478897,266.4,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,40,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.20899946987628937,0.2710514872124241,79.18,65.85,0.00024366909929085523,0.9093391228467226,79.18,2.68,0.2318197130560875,0.02064845099040351,272.01,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,50,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.20791582763195038,0.2872274221431109,79.29,64.4,0.0002424056438030675,0.91017050981699,79.29,2.62,0.2268713030219078,0.0206477777342012,265.42,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,60,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.21317808330059052,0.29345901370979843,78.76,64.0,0.00024854092043824494,0.9106023650793802,78.76,2.59,0.2257469079196453,0.021320152928777047,267.18,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,70,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2100665420293808,0.2939818204524705,79.07,63.89,0.000244913186179474,0.9105768124262492,79.07,2.58,0.22013841399550438,0.021597028112312126,268.1,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,80,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2117188423871994,0.2841316126336876,78.91,64.35,0.0002468395105097443,0.9099918056279421,78.91,2.62,0.21877307097613813,0.021927473499427204,260.92,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,90,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.24691259860992432,0.2671327678885843,75.4,65.87,0.0002878715458791703,0.909350071058032,75.4,2.69,0.22056889468431473,0.023279467718720716,275.78,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,101,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2164641171693802,0.2947375744614484,78.44,64.68,0.00025237203226424754,0.9102906838059426,78.44,2.64,0.22009556289017201,0.023333892418682896,270.07,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,111,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.21790911257266998,0.29524095919859106,78.29,63.65,0.000254056736594066,0.9101630721596026,78.29,2.63,0.22067943692207337,0.024249527125403063,271.1,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,121,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2128923386335373,0.2913845831206778,78.79,65.22,0.00024820768157951534,0.9106484849005938,78.79,2.56,0.2156701962351799,0.024098997081593954,266.48,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
